Data,CDS
17.05.2021,"175,88"
14.05.2021,"174,44"
13.05.2021,"176,66"
12.05.2021,"177,79"
11.05.2021,"173,38"
10.05.2021,"171,28"
07.05.2021,"174,98"
06.05.2021,"183,39"
05.05.2021,"190,11"
04.05.2021,"192,77"
03.05.2021,"190,78"
30.04.2021,"189,56"
29.04.2021,"188,89"
28.04.2021,"191,51"
27.04.2021,"192,97"
26.04.2021,"189,79"
23.04.2021,"188,63"
22.04.2021,"191,54"
21.04.2021,"195,56"
20.04.2021,"197,13"
19.04.2021,"194,66"
16.04.2021,"199,09"
15.04.2021,"206,47"
14.04.2021,"214,27"
13.04.2021,"216,86"
12.04.2021,"219,16"
09.04.2021,"218,7"
08.04.2021,"218,14"
07.04.2021,"220,98"
06.04.2021,"216,3"
05.04.2021,"220,96"
02.04.2021,"221,19"
01.04.2021,"220,8"
31.03.2021,"221,5"
30.03.2021,"228,15"
29.03.2021,"225,06"
26.03.2021,"218,24"
25.03.2021,"216,54"
24.03.2021,"207,98"
23.03.2021,"203,1"
22.03.2021,"196,62"
19.03.2021,"190,08"
18.03.2021,"195,06"
17.03.2021,"193,84"
16.03.2021,198
15.03.2021,"200,18"
12.03.2021,"198,6"
11.03.2021,"195,99"
10.03.2021,"208,78"
09.03.2021,"211,61"
08.03.2021,"212,29"
05.03.2021,"194,22"
04.03.2021,"193,69"
03.03.2021,"191,41"
02.03.2021,"192,99"
01.03.2021,"183,74"
26.02.2021,"193,87"
25.02.2021,"185,01"
24.02.2021,"170,73"
23.02.2021,"175,63"
22.02.2021,"180,89"
19.02.2021,"162,07"
18.02.2021,"158,82"
17.02.2021,"157,59"
16.02.2021,"155,34"
15.02.2021,"153,06"
12.02.2021,"152,8"
11.02.2021,"152,98"
10.02.2021,"154,98"
09.02.2021,"155,61"
08.02.2021,"149,03"
05.02.2021,"147,62"
04.02.2021,"149,16"
03.02.2021,"152,16"
02.02.2021,"156,92"
01.02.2021,"166,22"
29.01.2021,"171,67"
28.01.2021,"170,14"
27.01.2021,"176,81"
26.01.2021,"175,24"
25.01.2021,"176,9"
22.01.2021,"171,93"
21.01.2021,"168,63"
20.01.2021,"165,74"
19.01.2021,"168,21"
18.01.2021,"167,76"
15.01.2021,"167,76"
14.01.2021,"159,35"
13.01.2021,"157,69"
12.01.2021,"161,44"
11.01.2021,"160,36"
08.01.2021,155
07.01.2021,"151,74"
06.01.2021,"146,89"
05.01.2021,"146,4"
04.01.2021,"140,98"
01.01.2021,"141,6"
31.12.2020,"141,6"
30.12.2020,"142,23"
29.12.2020,"142,48"
28.12.2020,"144,1"
25.12.2020,"144,83"
24.12.2020,"144,83"
23.12.2020,"146,88"
22.12.2020,"149,27"
21.12.2020,"150,62"
18.12.2020,"148,76"
17.12.2020,"146,86"
16.12.2020,"148,73"
15.12.2020,"149,23"
14.12.2020,"150,42"
11.12.2020,"153,7"
10.12.2020,"153,47"
09.12.2020,"154,62"
08.12.2020,"154,22"
07.12.2020,"154,34"
04.12.2020,"151,93"
03.12.2020,"152,92"
02.12.2020,"155,73"
01.12.2020,"155,96"
30.11.2020,"165,49"
27.11.2020,"163,86"
26.11.2020,"166,37"
25.11.2020,"166,36"
24.11.2020,"167,08"
23.11.2020,"171,67"
20.11.2020,"172,51"
19.11.2020,"173,74"
18.11.2020,"173,02"
17.11.2020,"176,21"
16.11.2020,"175,44"
13.11.2020,"179,67"
12.11.2020,"177,34"
10.11.2020,"165,7"
09.11.2020,"164,74"
06.11.2020,"186,94"
05.11.2020,"191,59"
04.11.2020,"203,68"
03.11.2020,"209,43"
02.11.2020,"215,51"
30.10.2020,"215,33"
29.10.2020,"216,12"
28.10.2020,"218,31"
27.10.2020,"210,48"
26.10.2020,"212,26"
23.10.2020,"209,65"
22.10.2020,"214,22"
21.10.2020,"212,68"
20.10.2020,"215,38"
19.10.2020,"217,28"
16.10.2020,"217,11"
15.10.2020,"221,2"
14.10.2020,"220,32"
13.10.2020,"216,48"
12.10.2020,"213,87"
09.10.2020,"213,87"
08.10.2020,"221,13"
07.10.2020,"224,85"
06.10.2020,"228,85"
05.10.2020,"231,25"
02.10.2020,"243,61"
01.10.2020,"243,54"
